SF,C,SG,PG,PF,F,G,UTIL,Type,Salary,Sig
1628415,1628976,1627742,1629630,1628374,201587,1642285,1642347,GEN_BALANCE,50000,1627742|1628374|1628415|1628976|1629630|1642285|1642347|201587
1628969,202696,1628379,1628983,1630573,203501,1642266,201935,GEN_BALANCE,50000,1628379|1628969|1628983|1630573|1642266|201935|202696|203501
1641731,1628976,1629130,1642849,1628384,1630552,1630217,1629651,GEN_BALANCE,50000,1628384|1628976|1629130|1629651|1630217|1630552|1641731|1642849
1629628,202696,1630700,1630200,1628991,1641731,1642285,1642383,GEN_BALANCE,50000,1628991|1629628|1630200|1630700|1641731|1642285|1642383|202696
1631114,1630168,1629130,1628971,1630567,1631096,1630700,201587,GEN_BALANCE,50000,1628971|1629130|1630168|1630567|1630700|1631096|1631114|201587
1629008,1628976,1629004,201935,1630573,1630583,1642851,1641731,GEN_BALANCE,49900,1628976|1629004|1629008|1630573|1630583|1641731|1642851|201935
1630598,203954,1630700,1629656,1628970,1641731,1641710,201587,GEN_BALANCE,49500,1628970|1629656|1630598|1630700|1641710|1641731|201587|203954
1642461,1627826,1631128,1627739,1631096,203501,1642268,203954,GEN_BALANCE,49900,1627739|1627826|1631096|1631128|1642268|1642461|203501|203954
1629628,202696,1629130,1628973,203501,1631114,1630200,1642849,GEN_BALANCE,48500,1628973|1629130|1629628|1630200|1631114|1642849|202696|203501
1626220,1628976,1631128,1627739,1630552,1630573,1641710,1642285,GEN_BALANCE,49900,1626220|1627739|1628976|1630552|1630573|1631128|1641710|1642285
202695,1626157,1629004,1641710,1630573,203501,1629611,1628976,GEN_BALANCE,48400,1626157|1628976|1629004|1629611|1630573|1641710|202695|203501
1630573,1629674,1627742,1629656,1628970,1630567,1630700,1631128,GEN_BALANCE,50000,1627742|1628970|1629656|1629674|1630567|1630573|1630700|1631128
1629638,1629674,1627739,1626164,201587,1641731,1628983,203501,GEN_BALANCE,50000,1626164|1627739|1628983|1629638|1629674|1641731|201587|203501
1629628,203954,1627739,1629630,201587,1641731,1630200,1630700,GEN_BALANCE,50000,1627739|1629628|1629630|1630200|1630700|1641731|201587|203954
1628415,203954,1629004,1628379,1630567,1631096,1629611,1631114,GEN_BALANCE,50000,1628379|1628415|1629004|1629611|1630567|1631096|1631114|203954
1630598,1629651,1628379,1628983,1641730,1631114,1642354,203954,GEN_BALANCE,49900,1628379|1628983|1629651|1630598|1631114|1641730|1642354|203954
1629638,1626157,1629004,1628973,1630567,201587,1629611,1628976,GEN_BALANCE,50000,1626157|1628973|1628976|1629004|1629611|1629638|1630567|201587
203501,1629674,1630200,1627750,1642852,201587,1631128,1642259,GEN_BALANCE,48200,1627750|1629674|1630200|1631128|1642259|1642852|201587|203501
1641706,1626157,1629004,1630193,1628970,1628991,1630200,1642849,GEN_BALANCE,50000,1626157|1628970|1628991|1629004|1630193|1630200|1641706|1642849
1630598,203954,1628379,1629630,1629627,1630552,1642266,1642849,GEN_BALANCE,49900,1628379|1629627|1629630|1630552|1630598|1642266|1642849|203954
1626220,1629674,1626164,1627739,202331,1631114,1642268,1642285,GEN_BALANCE,49900,1626164|1626220|1627739|1629674|1631114|1642268|1642285|202331
1631114,202696,1628379,1627739,1631096,1641730,1629652,203932,GEN_BALANCE,48500,1627739|1628379|1629652|1631096|1631114|1641730|202696|203932
1642461,1630168,1629652,1628971,1630583,203501,1629630,203954,GEN_BALANCE,50000,1628971|1629630|1629652|1630168|1630583|1642461|203501|203954
1630573,203954,1629130,1627739,203932,1642962,1629630,1630178,GEN_BALANCE,49900,1627739|1629130|1629630|1630178|1630573|1642962|203932|203954
1631114,1642259,1629673,1628971,1628970,1641731,1630200,202331,GEN_BALANCE,50000,1628970|1628971|1629673|1630200|1631114|1641731|1642259|202331
1631114,1626157,1629611,1628379,1628991,1641730,1629630,203501,GEN_BALANCE,49500,1626157|1628379|1628991|1629611|1629630|1631114|1641730|203501
1641731,1628976,1629130,1628379,1628970,1630552,1642268,203932,GEN_BALANCE,49500,1628379|1628970|1628976|1629130|1630552|1641731|1642268|203932
1626220,202696,1629130,1628973,1628970,1630598,1631128,1631114,GEN_BALANCE,49800,1626220|1628970|1628973|1629130|1630598|1631114|1631128|202696
1626220,202696,1628379,1630200,1628970,201587,1642268,202695,GEN_BALANCE,49500,1626220|1628379|1628970|1630200|1642268|201587|202695|202696
1630573,1627826,1630217,1628379,1630552,1631096,1642285,1642849,GEN_BALANCE,50000,1627826|1628379|1630217|1630552|1630573|1631096|1642285|1642849
1628969,1628976,1629130,1628983,1628970,1631096,1629611,1642347,GEN_BALANCE,49900,1628969|1628970|1628976|1628983|1629130|1629611|1631096|1642347
1630533,1629674,1629004,1641710,1630567,1631114,1642285,203932,GEN_BALANCE,49600,1629004|1629674|1630533|1630567|1631114|1641710|1642285|203932
1629628,1628976,1629611,1628983,1630552,1641731,1642347,201587,GEN_BALANCE,50000,1628976|1628983|1629611|1629628|1630552|1641731|1642347|201587
1630533,1642259,1629611,1629656,1628374,1641731,1630217,202696,GEN_BALANCE,50000,1628374|1629611|1629656|1630217|1630533|1641731|1642259|202696
203501,1629674,1629611,1628983,1630567,202331,1629652,1642285,GEN_BALANCE,49900,1628983|1629611|1629652|1629674|1630567|1642285|202331|203501
1631114,1629674,1627739,1628379,1626220,1641731,1628983,1641710,GEN_BALANCE,49700,1626220|1627739|1628379|1628983|1629674|1631114|1641710|1641731
1628969,1642259,1629611,1629630,1628970,1629628,1629673,1641731,GEN_BALANCE,50000,1628969|1628970|1629611|1629628|1629630|1629673|1641731|1642259
1630598,1630168,1630200,1631221,1628415,1641731,1642268,203954,GEN_BALANCE,49900,1628415|1630168|1630200|1630598|1631221|1641731|1642268|203954
1626220,1629651,1629638,1630200,1628970,1631096,1642268,1641731,GEN_BALANCE,50000,1626220|1628970|1629638|1629651|1630200|1631096|1641731|1642268
1626220,1627826,1628379,1630200,1628970,1631114,1642268,1642259,GEN_BALANCE,49300,1626220|1627826|1628379|1628970|1630200|1631114|1642259|1642268
1641706,203954,1629611,1629630,1631096,1641730,1630200,1642849,GEN_BALANCE,50000,1629611|1629630|1630200|1631096|1641706|1641730|1642849|203954
1626220,1627826,1629656,1628379,1630552,1641731,1630200,203932,GEN_BALANCE,50000,1626220|1627826|1628379|1629656|1630200|1630552|1641731|203932
1631114,1626157,1629611,1630200,1628374,1628970,1642266,1642461,GEN_BALANCE,49900,1626157|1628374|1628970|1629611|1630200|1631114|1642266|1642461
1626220,1626157,1629004,1629656,1628374,201587,1629130,203954,GEN_BALANCE,48300,1626157|1626220|1628374|1629004|1629130|1629656|201587|203954
1631114,1642259,1629004,1641710,1626220,1641731,1629652,203954,GEN_BALANCE,49700,1626220|1629004|1629652|1631114|1641710|1641731|1642259|203954
1626220,1628976,1629652,1628983,202331,1629008,1642266,1642856,GEN_BALANCE,49800,1626220|1628976|1628983|1629008|1629652|1642266|1642856|202331
1626220,1629674,1627739,1629630,202331,1642846,1630200,1641710,GEN_BALANCE,48500,1626220|1627739|1629630|1629674|1630200|1641710|1642846|202331
1630533,1630583,1629130,1628973,1628970,1641730,1641710,1642268,GEN_BALANCE,50000,1628970|1628973|1629130|1630533|1630583|1641710|1641730|1642268
1641731,1642259,1627739,1628379,1630552,1642461,201935,201587,GEN_BALANCE,50000,1627739|1628379|1630552|1641731|1642259|1642461|201587|201935
1631114,203954,1629130,1626164,201587,1641731,1629611,1641710,GEN_BALANCE,49600,1626164|1629130|1629611|1631114|1641710|1641731|201587|203954
1630573,1629651,1629652,1628983,1628970,1630567,1631128,201587,GEN_BALANCE,49400,1628970|1628983|1629651|1629652|1630567|1630573|1631128|201587
1626220,1629674,1629611,1626164,1628415,1631096,1629638,1642852,GEN_BALANCE,49600,1626164|1626220|1628415|1629611|1629638|1629674|1631096|1642852
1641731,1629674,1629611,1628971,1630552,202331,1641710,1642285,GEN_BALANCE,50000,1628971|1629611|1629674|1630552|1641710|1641731|1642285|202331
1626220,1629674,1629004,1630163,1628991,1629008,1642849,202696,GEN_BALANCE,49700,1626220|1628991|1629004|1629008|1629674|1630163|1642849|202696
1641706,1628991,1629130,1642266,1628970,1630552,1629611,1629652,GEN_BALANCE,48400,1628970|1628991|1629130|1629611|1629652|1630552|1641706|1642266
1641731,1628976,1626164,1628379,1626220,1642377,1628983,1630200,GEN_BALANCE,50000,1626164|1626220|1628379|1628976|1628983|1630200|1641731|1642377
1630598,202696,1629611,1628379,1628970,1631094,1630200,1641710,GEN_BALANCE,49800,1628379|1628970|1629611|1630200|1630598|1631094|1641710|202696
1631114,1629674,1629611,1628983,1628970,1642346,1629656,1630200,GEN_BALANCE,49300,1628970|1628983|1629611|1629656|1629674|1630200|1631114|1642346
1626220,1628991,1629611,1627739,1628970,1641731,1629656,201935,GEN_BALANCE,49800,1626220|1627739|1628970|1628991|1629611|1629656|1641731|201935
1630598,203954,1628971,1628983,201587,202331,1641710,1642266,GEN_BALANCE,49700,1628971|1628983|1630598|1641710|1642266|201587|202331|203954
1628415,1629651,1629656,1642285,1631212,1642852,1642856,1630168,GEN_BALANCE,49900,1628415|1629651|1629656|1630168|1631212|1642285|1642852|1642856
1631114,1629674,1629004,1641710,1628970,1630567,1642285,201587,GEN_BALANCE,49900,1628970|1629004|1629674|1630567|1631114|1641710|1642285|201587
1628960,203954,1629656,1628379,1630567,1642275,1630193,1630700,GEN_BALANCE,50000,1628379|1628960|1629656|1630193|1630567|1630700|1642275|203954
1626220,1628991,1627742,1642268,1628970,1629627,1629611,201587,GEN_BALANCE,50000,1626220|1627742|1628970|1628991|1629611|1629627|1642268|201587
1630598,1626157,1642285,1628983,1630533,1631114,1642347,1628976,GEN_BALANCE,50000,1626157|1628976|1628983|1630533|1630598|1631114|1642285|1642347
1630573,1626157,1629611,1627739,1628384,1631114,1630200,1642259,GEN_BALANCE,48400,1626157|1627739|1628384|1629611|1630200|1630573|1631114|1642259
1626220,1629651,1629004,1628379,1630552,203932,1629130,203954,GEN_BALANCE,49600,1626220|1628379|1629004|1629130|1629651|1630552|203932|203954
1630598,203954,1629130,1629656,1628970,1630552,1629611,1642347,GEN_BALANCE,48500,1628970|1629130|1629611|1629656|1630552|1630598|1642347|203954
1630598,203954,1628379,1626164,1630567,1642461,1630200,203501,GEN_BALANCE,49700,1626164|1628379|1630200|1630567|1630598|1642461|203501|203954
1626162,202696,1626164,1629630,1628970,1630533,1642268,1630573,GEN_BALANCE,50000,1626162|1626164|1628970|1629630|1630533|1630573|1642268|202696
1626220,1630168,1629611,1628379,1628374,1628969,1642268,203954,GEN_BALANCE,49900,1626220|1628374|1628379|1628969|1629611|1630168|1642268|203954
1631114,1629651,1629130,1629656,1631094,1641730,1630200,1642268,GEN_BALANCE,50000,1629130|1629651|1629656|1630200|1631094|1631114|1641730|1642268
1642461,1629651,1627739,1628983,1628374,1631096,1642266,1642354,GEN_BALANCE,50000,1627739|1628374|1628983|1629651|1631096|1642266|1642354|1642461
1641731,203937,1628971,1628983,1628970,1630552,1642849,1642846,GEN_BALANCE,49900,1628970|1628971|1628983|1630552|1641731|1642846|1642849|203937
1631114,1628976,1628379,1642268,1631096,1642852,1629130,201935,GEN_BALANCE,50000,1628379|1628976|1629130|1631096|1631114|1642268|1642852|201935
1626220,1629651,1629656,1629630,1628384,201587,1631221,202696,GEN_BALANCE,50000,1626220|1628384|1629630|1629651|1629656|1631221|201587|202696
1630533,1630168,1629652,1630200,1630552,1641730,1641710,1641731,GEN_BALANCE,50000,1629652|1630168|1630200|1630533|1630552|1641710|1641730|1641731
1642846,1629651,1629652,1629630,1631096,203501,1631221,1642259,GEN_BALANCE,50000,1629630|1629651|1629652|1631096|1631221|1642259|1642846|203501
1626220,1630583,1627742,1628983,1642275,1642461,1629004,1642259,GEN_BALANCE,50000,1626220|1627742|1628983|1629004|1630583|1642259|1642275|1642461
203501,202696,1629004,1629630,1641730,1642852,1630217,1642856,GEN_BALANCE,49600,1629004|1629630|1630217|1641730|1642852|1642856|202696|203501
1626220,203954,1629004,1642856,1630552,1630573,1629130,1630217,GEN_BALANCE,49900,1626220|1629004|1629130|1630217|1630552|1630573|1642856|203954
1630573,202696,1629656,1628983,1631096,201587,1642268,203501,GEN_BALANCE,49600,1628983|1629656|1630573|1631096|1642268|201587|202696|203501
1630598,1630168,1629611,1642268,1628970,1630567,1642285,203932,GEN_BALANCE,49900,1628970|1629611|1630168|1630567|1630598|1642268|1642285|203932
1626220,1628976,1629652,1628983,1630552,1630573,1642849,1642461,GEN_BALANCE,48400,1626220|1628976|1628983|1629652|1630552|1630573|1642461|1642849
1628969,203954,1629652,1629656,201587,1641731,1630163,1630530,GEN_BALANCE,49900,1628969|1629652|1629656|1630163|1630530|1641731|201587|203954
1626220,1627826,1631128,1629673,1642461,1642852,1641710,1629651,GEN_BALANCE,48300,1626220|1627826|1629651|1629673|1631128|1641710|1642461|1642852
1626220,1629651,1629638,1628379,1628970,1631096,1630200,203932,GEN_BALANCE,49900,1626220|1628379|1628970|1629638|1629651|1630200|1631096|203932
1641731,1629651,1628379,1626164,1630567,203501,1630557,203954,GEN_BALANCE,50000,1626164|1628379|1629651|1630557|1630567|1641731|203501|203954
1642461,1627826,1629004,1628983,1630567,203501,1629130,1630200,GEN_BALANCE,49500,1627826|1628983|1629004|1629130|1630200|1630567|1642461|203501
1626220,202696,1627739,1642347,1628970,1629628,1642354,1630552,GEN_BALANCE,50000,1626220|1627739|1628970|1629628|1630552|1642347|1642354|202696
1630533,1628976,1629656,1628983,1628970,1631114,1630200,1642266,GEN_BALANCE,49900,1628970|1628976|1628983|1629656|1630200|1630533|1631114|1642266
1630598,202696,1629611,1642347,1628970,1630552,1642856,203932,GEN_BALANCE,50000,1628970|1629611|1630552|1630598|1642347|1642856|202696|203932
1630573,1626157,1629652,1628973,201587,203932,1641710,1642285,GEN_BALANCE,50000,1626157|1628973|1629652|1630573|1641710|1642285|201587|203932
1626220,1628976,1630217,1628971,1630552,1630598,1642285,1641731,GEN_BALANCE,50000,1626220|1628971|1628976|1630217|1630552|1630598|1641731|1642285
1628415,1628976,1629004,1629656,1628970,1629628,1629652,1630552,GEN_BALANCE,49900,1628415|1628970|1628976|1629004|1629628|1629652|1629656|1630552
1628415,1626157,1630700,1629656,1631096,1642461,1642266,1642851,GEN_BALANCE,49300,1626157|1628415|1629656|1630700|1631096|1642266|1642461|1642851
1626220,1630168,1629611,1628983,1628415,1631096,1642849,1642852,GEN_BALANCE,49800,1626220|1628415|1628983|1629611|1630168|1631096|1642849|1642852
1641731,1628976,1626164,1628973,203937,1642846,1641710,1629674,GEN_BALANCE,49700,1626164|1628973|1628976|1629674|1641710|1641731|1642846|203937
1626220,1626157,1628379,1627739,1628970,1630552,1642266,1642852,GEN_BALANCE,50000,1626157|1626220|1627739|1628379|1628970|1630552|1642266|1642852
1626220,1627826,1629130,1626164,1630552,203501,1629656,1642347,GEN_BALANCE,49700,1626164|1626220|1627826|1629130|1629656|1630552|1642347|203501
1626220,1629651,1629130,1629673,1630552,1631096,1629611,1642285,GEN_BALANCE,49500,1626220|1629130|1629611|1629651|1629673|1630552|1631096|1642285
1629628,1628976,1629130,1628983,1631096,1641730,1630200,1642354,GEN_BALANCE,49400,1628976|1628983|1629130|1629628|1630200|1631096|1641730|1642354
1629008,202696,1628379,1628973,1642275,1631114,1630200,201587,GEN_BALANCE,49900,1628379|1628973|1629008|1630200|1631114|1642275|201587|202696
1626220,1630168,1629611,1628973,1628970,1641730,1629652,203932,GEN_BALANCE,49400,1626220|1628970|1628973|1629611|1629652|1630168|1641730|203932
1630573,202696,1627742,1628971,1642275,202695,1628973,1642849,GEN_BALANCE,50000,1627742|1628971|1628973|1630573|1642275|1642849|202695|202696
1629008,1642852,1628379,1627739,1628384,1629627,1630200,1642461,GEN_BALANCE,49900,1627739|1628379|1628384|1629008|1629627|1630200|1642461|1642852
1631114,1628991,1629611,1628379,1631096,202331,1629656,203932,GEN_BALANCE,49700,1628379|1628991|1629611|1629656|1631096|1631114|202331|203932
1630573,1628976,1629673,1630202,1628970,1631114,1642268,203932,GEN_BALANCE,49900,1628970|1628976|1629673|1630202|1630573|1631114|1642268|203932
1626220,1629651,1627739,1629656,1628970,1630573,1630178,1630700,GEN_BALANCE,50000,1626220|1627739|1628970|1629651|1629656|1630178|1630573|1630700
1628969,202696,1629652,1628973,1642852,203501,1642268,1642856,GEN_BALANCE,50000,1628969|1628973|1629652|1642268|1642852|1642856|202696|203501
1628969,1626157,1629652,1630200,1630567,1641731,1630217,1642849,GEN_BALANCE,50000,1626157|1628969|1629652|1630200|1630217|1630567|1641731|1642849
1628960,1629651,1641710,1628379,1630552,201587,1642268,1642285,GEN_BALANCE,49800,1628379|1628960|1629651|1630552|1641710|1642268|1642285|201587
1629008,203954,1630200,1629656,1631212,201587,1642266,202331,GEN_BALANCE,50000,1629008|1629656|1630200|1631212|1642266|201587|202331|203954
1626220,202696,1629652,1628973,1630533,203501,1629630,203932,GEN_BALANCE,49700,1626220|1628973|1629630|1629652|1630533|202696|203501|203932
1641706,1642259,1629611,1629656,1626220,202695,1641710,1642849,GEN_BALANCE,49800,1626220|1629611|1629656|1641706|1641710|1642259|1642849|202695
1626220,1626157,1629652,1626164,201587,1629008,1642266,202696,GEN_BALANCE,49900,1626157|1626164|1626220|1629008|1629652|1642266|201587|202696
1630598,1629674,1628379,1628983,1630552,1642846,1641710,1642266,GEN_BALANCE,49900,1628379|1628983|1629674|1630552|1630598|1641710|1642266|1642846
1626220,1628976,1630217,1629656,202331,1641706,1641710,1642383,GEN_BALANCE,49800,1626220|1628976|1629656|1630217|1641706|1641710|1642383|202331
1629628,203954,1627739,1642268,1628970,1631114,1642383,203501,GEN_BALANCE,50000,1627739|1628970|1629628|1631114|1642268|1642383|203501|203954
1626220,1626157,1629652,1628971,1628970,1641706,1642347,203954,GEN_BALANCE,49900,1626157|1626220|1628970|1628971|1629652|1641706|1642347|203954
1626220,1627826,1629611,1630700,1631096,1641731,1642266,203954,GEN_BALANCE,48100,1626220|1627826|1629611|1630700|1631096|1641731|1642266|203954
1629638,203937,1630200,1628983,203501,1631114,1642266,1642285,GEN_BALANCE,48500,1628983|1629638|1630200|1631114|1642266|1642285|203501|203937
1630557,1628976,1629656,1628973,1628970,201587,1630163,1630200,GEN_BALANCE,49500,1628970|1628973|1628976|1629656|1630163|1630200|1630557|201587
1628969,1626157,1629130,1628983,1628415,1642846,1629652,1629674,GEN_BALANCE,50000,1626157|1628415|1628969|1628983|1629130|1629652|1629674|1642846
1626220,1628976,1627739,1630200,1630552,1630567,1642849,1642377,GEN_BALANCE,49900,1626220|1627739|1628976|1630200|1630552|1630567|1642377|1642849
1631114,1628976,1629004,1627739,201587,202695,1628983,1642266,GEN_BALANCE,50000,1627739|1628976|1628983|1629004|1631114|1642266|201587|202695
1641731,202696,1629611,1628983,1630598,1642377,1630217,1642461,GEN_BALANCE,49600,1628983|1629611|1630217|1630598|1641731|1642377|1642461|202696
1630533,1629674,1629611,1628983,1628970,1631114,1629638,203501,GEN_BALANCE,49900,1628970|1628983|1629611|1629638|1629674|1630533|1631114|203501
202695,1629674,1628379,1629630,1631094,203501,1642268,1642849,GEN_BALANCE,50000,1628379|1629630|1629674|1631094|1642268|1642849|202695|203501
1626220,1629651,1630200,1641710,1631096,1629008,1642354,1629674,GEN_BALANCE,50000,1626220|1629008|1629651|1629674|1630200|1631096|1641710|1642354
1629008,203954,1627739,1641710,203501,1641731,1642268,1642849,GEN_BALANCE,49800,1627739|1629008|1641710|1641731|1642268|1642849|203501|203954
1630598,1630168,1629652,1628973,1642346,201587,1628983,1641710,GEN_BALANCE,49600,1628973|1628983|1629652|1630168|1630598|1641710|1642346|201587
1626220,1628976,1630530,1628971,202331,1631114,1628973,1642383,GEN_BALANCE,49900,1626220|1628971|1628973|1628976|1630530|1631114|1642383|202331
1630533,1642259,1627739,1628983,1630552,1641731,1642347,1642346,GEN_BALANCE,49800,1627739|1628983|1630533|1630552|1641731|1642259|1642346|1642347
1628969,1628976,1628379,1628983,1626220,1641731,1629673,1630700,GEN_BALANCE,49500,1626220|1628379|1628969|1628976|1628983|1629673|1630700|1641731
1629008,1628976,1629652,1630200,1628970,1629628,1641710,1642275,GEN_BALANCE,50000,1628970|1628976|1629008|1629628|1629652|1630200|1641710|1642275
1626220,1629651,1629656,1628983,1642275,1631114,1642851,203501,GEN_BALANCE,50000,1626220|1628983|1629651|1629656|1631114|1642275|1642851|203501
1626220,1626157,1629130,1627739,1642852,1631114,1629630,1630200,GEN_BALANCE,50000,1626157|1626220|1627739|1629130|1629630|1630200|1631114|1642852
1626220,1627826,1630200,1627750,201587,1642846,1631221,1642285,GEN_BALANCE,49900,1626220|1627750|1627826|1630200|1631221|1642285|1642846|201587
1626220,1629651,1630557,1628379,1628970,1631096,1630202,203954,GEN_BALANCE,50000,1626220|1628379|1628970|1629651|1630202|1630557|1631096|203954
1626220,1629674,1628971,1630202,1631096,1631114,1641710,1642461,GEN_BALANCE,49800,1626220|1628971|1629674|1630202|1631096|1631114|1641710|1642461
1626220,1629651,1629130,1641710,1630552,1641706,1629652,1629674,GEN_BALANCE,49900,1626220|1629130|1629651|1629652|1629674|1630552|1641706|1641710
1629008,203954,1628379,1627739,1642461,1641706,1641710,1642266,GEN_BALANCE,49800,1627739|1628379|1629008|1641706|1641710|1642266|1642461|203954
1630573,1627826,1629611,1628983,1631096,1642852,1630530,1642347,GEN_BALANCE,50000,1627826|1628983|1629611|1630530|1630573|1631096|1642347|1642852
1626220,1629651,1629652,1628971,1628970,1631114,1641710,1630168,GEN_BALANCE,50000,1626220|1628970|1628971|1629651|1629652|1630168|1631114|1641710
1626220,1642852,1627742,1630200,1630552,1630598,1642849,203932,GEN_BALANCE,49900,1626220|1627742|1630200|1630552|1630598|1642849|1642852|203932
1642846,1628976,1642266,1628973,1629627,201587,1630193,202696,GEN_BALANCE,50000,1628973|1628976|1629627|1630193|1642266|1642846|201587|202696
1631114,1628991,1629611,1628983,1642275,1642962,1629652,1641710,GEN_BALANCE,48500,1628983|1628991|1629611|1629652|1631114|1641710|1642275|1642962
1630598,1628976,1629004,1628983,1628970,1631096,1642266,203932,GEN_BALANCE,49500,1628970|1628976|1628983|1629004|1630598|1631096|1642266|203932
1642461,202696,1629004,1642266,1628970,1630567,1629638,203932,GEN_BALANCE,49900,1628970|1629004|1629638|1630567|1642266|1642461|202696|203932
1626220,1629651,1629611,1628983,1630573,203501,1629656,203954,GEN_BALANCE,49200,1626220|1628983|1629611|1629651|1629656|1630573|203501|203954
1626220,1642259,1629611,1628983,1628970,1629628,1629652,1642461,GEN_BALANCE,49700,1626220|1628970|1628983|1629611|1629628|1629652|1642259|1642461
1628969,1626157,1629638,1628379,1626220,1631114,1630217,201587,GEN_BALANCE,50000,1626157|1626220|1628379|1628969|1629638|1630217|1631114|201587
1629008,1629651,1629673,1628971,1628384,1630533,1630217,1631128,GEN_BALANCE,49300,1628384|1628971|1629008|1629651|1629673|1630217|1630533|1631128
1641706,203954,1628960,1628379,1628970,1641731,1629673,1642268,GEN_BALANCE,49500,1628379|1628960|1628970|1629673|1641706|1641731|1642268|203954
1626220,203954,1629611,1629656,1630567,1629628,1630530,1630598,GEN_BALANCE,49900,1626220|1629611|1629628|1629656|1630530|1630567|1630598|203954
1630557,1629651,1629004,1628983,201587,1641731,1629630,203954,GEN_BALANCE,50000,1628983|1629004|1629630|1629651|1630557|1641731|201587|203954
1641731,1628976,1626164,1629656,1631094,203501,1630202,1642849,GEN_BALANCE,49900,1626164|1628976|1629656|1630202|1631094|1641731|1642849|203501
1641731,1627826,1629652,1630200,1628970,1631096,1642268,1630168,GEN_BALANCE,49900,1627826|1628970|1629652|1630168|1630200|1631096|1641731|1642268
1626220,1630168,1629611,1628401,1630573,1630583,1630530,1642259,GEN_BALANCE,49300,1626220|1628401|1629611|1630168|1630530|1630573|1630583|1642259
1626220,1629674,1626164,1629673,1628970,203932,1630200,1642354,GEN_BALANCE,48500,1626164|1626220|1628970|1629673|1629674|1630200|1642354|203932
1626220,203954,1629004,1628983,1628970,201587,1642383,203501,GEN_BALANCE,48500,1626220|1628970|1628983|1629004|1642383|201587|203501|203954
1641731,1628991,1629656,1629673,1631094,202331,1642268,1642383,GEN_BALANCE,50000,1628991|1629656|1629673|1631094|1641731|1642268|1642383|202331
1626220,1628976,1642266,1628973,1628415,1641730,1642856,203954,GEN_BALANCE,49800,1626220|1628415|1628973|1628976|1641730|1642266|1642856|203954
1628969,1628976,1629130,1641710,1628970,203932,1642849,202696,GEN_BALANCE,49900,1628969|1628970|1628976|1629130|1641710|1642849|202696|203932
1629008,1628976,1629130,1630200,1626220,1630567,1642285,1641731,GEN_BALANCE,49700,1626220|1628976|1629008|1629130|1630200|1630567|1641731|1642285
1629008,203954,1629656,1629630,1630533,1641731,1642285,1642346,GEN_BALANCE,50000,1629008|1629630|1629656|1630533|1641731|1642285|1642346|203954
1628415,1642259,1626164,1629630,201587,1641731,1629656,1630200,GEN_BALANCE,49900,1626164|1628415|1629630|1629656|1630200|1641731|1642259|201587
1641731,1628976,1629004,1628983,201587,203501,1629630,1641710,GEN_BALANCE,49400,1628976|1628983|1629004|1629630|1641710|1641731|201587|203501
1628969,203954,1629130,1630200,1628970,1631096,1629611,1642377,GEN_BALANCE,50000,1628969|1628970|1629130|1629611|1630200|1631096|1642377|203954
1631114,1630583,1628379,1627739,1630552,1630567,1629611,1642275,GEN_BALANCE,49900,1627739|1628379|1629611|1630552|1630567|1630583|1631114|1642275
1630598,1626157,1629130,1629630,1628970,1642377,1630200,1630168,GEN_BALANCE,49600,1626157|1628970|1629130|1629630|1630168|1630200|1630598|1642377
1628960,1628976,1629130,1628379,1628991,1631094,1631128,1630168,GEN_BALANCE,49400,1628379|1628960|1628976|1628991|1629130|1630168|1631094|1631128
1631114,1642852,1629004,1642347,1630552,202331,1642849,202696,GEN_BALANCE,49400,1629004|1630552|1631114|1642347|1642849|1642852|202331|202696
1630598,1630583,1629611,1628971,1630552,1631096,1629652,202696,GEN_BALANCE,49700,1628971|1629611|1629652|1630552|1630583|1630598|1631096|202696
1626220,1629651,1629652,1642266,1630567,1642846,1630217,203954,GEN_BALANCE,50000,1626220|1629651|1629652|1630217|1630567|1642266|1642846|203954
1631114,1628976,1629130,1628379,1628970,201587,1628983,1630200,GEN_BALANCE,48500,1628379|1628970|1628976|1628983|1629130|1630200|1631114|201587
1642346,1642259,1629130,1630200,1630567,1631094,1629652,1642285,GEN_BALANCE,49300,1629130|1629652|1630200|1630567|1631094|1642259|1642285|1642346
1626220,1626157,1628379,1629656,1628970,1641731,1630193,202696,GEN_BALANCE,49600,1626157|1626220|1628379|1628970|1629656|1630193|1641731|202696
1642461,1642259,1628379,1629630,1631096,1641730,1630193,202331,GEN_BALANCE,49900,1628379|1629630|1630193|1631096|1641730|1642259|1642461|202331
1629008,1628991,1628960,1642268,1626220,1631114,1629611,1641731,GEN_BALANCE,49900,1626220|1628960|1628991|1629008|1629611|1631114|1641731|1642268
1626220,1629674,1629638,1628379,1628970,1630567,1642268,1631096,GEN_BALANCE,50000,1626220|1628379|1628970|1629638|1629674|1630567|1631096|1642268
1641731,1629651,1629673,1630163,1630598,203501,1641710,202696,GEN_BALANCE,49400,1629651|1629673|1630163|1630598|1641710|1641731|202696|203501
1626220,1628991,1629004,1628983,1628970,1641731,1629611,1629651,GEN_BALANCE,49900,1626220|1628970|1628983|1628991|1629004|1629611|1629651|1641731
1641731,1629651,1630217,1629656,1630552,1642962,1642849,202696,GEN_BALANCE,49700,1629651|1629656|1630217|1630552|1641731|1642849|1642962|202696
1628415,1629651,1629652,1629656,1630573,1631096,1630217,202331,GEN_BALANCE,48000,1628415|1629651|1629652|1629656|1630217|1630573|1631096|202331
